DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,ADJ_CLOSE
18-MAY-2017,481.15,483.55,471.6,473.1,263531,473.1
17-MAY-2017,491.3,493.35,485.05,486.55,199460,486.55
16-MAY-2017,485.95,495,485,490,275054,490
15-MAY-2017,486,488.8,482.85,485.35,177031,485.35
12-MAY-2017,493.7,494.7,480.85,484.15,275914,484.15
11-MAY-2017,502.8,503.8,488.2,490.25,320773,490.25
10-MAY-2017,495.45,509,492.15,500.35,595599,500.35
09-MAY-2017,486.1,494.8,483,493.2,406110,493.2
08-MAY-2017,485.5,489.4,480.55,484.65,253312,484.65
05-MAY-2017,497.2,498.9,477.75,481.55,337909,481.55
04-MAY-2017,499.95,503.65,494.25,496.45,264748,496.45
03-MAY-2017,496.9,507,492.25,498.6,429530,498.6
02-MAY-2017,506,508.3,492.5,495.75,358543,495.75
28-APR-2017,493,512,489.6,505.8,694793,505.8
27-APR-2017,496.75,496.75,488.2,491.55,291353,491.55
26-APR-2017,507.85,511.35,486.05,496,400823,496
25-APR-2017,499.7,516.5,498.55,506.3,1215427,506.3
24-APR-2017,493.9,503.25,491.55,495.1,571283,495.1
21-APR-2017,492,503,488.55,491.2,671051,491.2
20-APR-2017,486.4,492.75,484.35,489.55,316257,489.55
19-APR-2017,484,486.3,477.7,483.75,373617,483.75
18-APR-2017,496.6,509.9,480.5,482.3,961284,482.3
17-APR-2017,485.5,502,475.75,494.5,991454,494.5
13-APR-2017,485.95,491.5,480,481.3,402644,481.3
12-APR-2017,496.4,499.5,477.2,484.25,568194,484.25
11-APR-2017,479.7,498.8,479.35,493.4,816531,493.4
10-APR-2017,480.95,488.6,474,478.6,466322,478.6
07-APR-2017,500,503.75,472.4,480.7,618495,480.7
06-APR-2017,500.8,513.8,497.05,506.25,1143069,506.25
05-APR-2017,470.7,523,470.7,504.7,2660213,504.7
03-APR-2017,458.45,474.3,458.45,470.3,865093,470.3
31-MAR-2017,447.8,465.7,446.2,457.9,880793,457.9
30-MAR-2017,447.4,450.8,444.45,445.65,206868,445.65
29-MAR-2017,449.95,450.9,443.2,445.3,263825,445.3
28-MAR-2017,445.35,452.7,445,446.7,328899,446.7
27-MAR-2017,449,450.1,441,442.8,271780,442.8
24-MAR-2017,455.45,465.8,453.95,455.95,549240,455.95
23-MAR-2017,453.4,462,452.7,454.65,361598,454.65
22-MAR-2017,455,460.2,448.6,451.5,378786,451.5
21-MAR-2017,463.65,463.95,451.5,455.15,280997,455.15
20-MAR-2017,464,467.7,458,462.7,373278,462.7
17-MAR-2017,466,483,460.75,463.35,969393,463.35
16-MAR-2017,454.1,473.7,452,465.75,1056804,465.75
15-MAR-2017,449.5,456.8,448.9,449.8,331304,449.8
14-MAR-2017,456.4,456.75,445.6,448.3,368561,448.3
10-MAR-2017,448,454.5,438.05,441.4,330058,441.4
09-MAR-2017,450.5,458,446.1,447.8,415107,447.8
08-MAR-2017,466.8,469.7,451.85,454.55,475184,454.55
07-MAR-2017,475,480.8,463.15,467.3,919458,467.3
06-MAR-2017,448.95,484.15,448,475.35,2733126,475.35
03-MAR-2017,436.8,459,436.7,447.85,823704,447.85
02-MAR-2017,449.9,459,435.6,438,567069,438
01-MAR-2017,454.85,457.5,447.05,448.25,336633,448.25
28-FEB-2017,448,462,440.45,452.3,1035646,452.3
27-FEB-2017,436,459.5,435.1,445.6,1468455,445.6
23-FEB-2017,449.5,452.5,432.1,434.2,978938,434.2
22-FEB-2017,405.65,466,405.65,452.85,6342118,452.85
21-FEB-2017,404.2,411,401.9,405.3,186598,405.3
20-FEB-2017,401,405.85,400.4,403.4,145483,403.4
17-FEB-2017,399.4,406.9,399,402.2,288065,402.2
16-FEB-2017,398.75,401.6,394.2,398.7,99656,398.7
15-FEB-2017,410.95,410.95,393.2,396.95,216785,396.95
14-FEB-2017,412.25,418.7,407,410,268445,410
13-FEB-2017,406.75,406.75,395.5,398.8,122466,398.8
10-FEB-2017,407.25,409.9,402.85,404.6,120367,404.6
09-FEB-2017,408.2,412.5,402.3,405.3,173059,405.3
08-FEB-2017,410.1,410.95,403.1,406.7,110686,406.7
07-FEB-2017,418.45,418.9,405,409.25,174597,409.25
06-FEB-2017,414.75,422.8,413.1,417.5,357013,417.5
03-FEB-2017,398.55,426.6,398.55,413.4,695026,413.4
02-FEB-2017,398.95,404,398,399.8,148173,399.8
01-FEB-2017,394.75,400.75,388.25,398.55,225040,398.55
31-JAN-2017,400,402.3,392.7,393.85,124806,393.85
30-JAN-2017,400.8,406.45,399,401.65,175585,401.65
27-JAN-2017,400,405.8,399.4,400.9,172776,400.9
25-JAN-2017,398.75,401.55,396.1,398.35,113473,398.35
24-JAN-2017,395.35,399.2,395.35,396.85,89473,396.85
23-JAN-2017,394.75,397.75,391.45,394.45,111635,394.45
20-JAN-2017,401.4,403.8,390,393.35,151173,393.35
19-JAN-2017,404.6,405.5,401,401.65,143465,401.65
18-JAN-2017,409,411.4,403.15,403.9,195429,403.9
17-JAN-2017,404.95,412,396.7,406.8,257793,406.8
16-JAN-2017,404.15,407.3,400.8,403.6,135089,403.6
13-JAN-2017,401.9,418,398.75,404.15,624848,404.15
12-JAN-2017,406.45,409.45,398.65,401.45,225344,401.45
11-JAN-2017,403.8,407.3,402,404.85,256031,404.85
10-JAN-2017,398.7,404.4,397.65,400.6,166649,400.6
09-JAN-2017,401.1,401.95,394.5,396.4,129009,396.4
06-JAN-2017,401.85,409,399.55,400.65,355280,400.65
05-JAN-2017,399.9,403.5,397.15,399.5,133184,399.5
04-JAN-2017,400.05,403.8,396,397.15,175982,397.15
03-JAN-2017,394,407,389.5,397.85,592441,397.85
02-JAN-2017,390,394,383.65,391.25,240273,391.25
30-DEC-2016,389.45,393.7,384.95,387.25,225540,387.25
29-DEC-2016,373.65,393.45,372.15,385.2,389619,385.2
28-DEC-2016,380,381.1,370.3,371.9,128912,371.9
27-DEC-2016,372.8,374.9,365.6,373.65,132352,373.65
26-DEC-2016,379.4,386,366.65,369.6,228138,369.6
23-DEC-2016,381.8,383.9,375.55,376.95,112659,376.95
22-DEC-2016,386.5,388.9,376.55,379.35,165008,379.35
21-DEC-2016,390.05,393.7,386.5,387.15,147010,387.15
20-DEC-2016,397.4,397.4,386.15,387.4,136349,387.4
19-DEC-2016,389.9,409.7,389.9,396.5,591660,396.5
16-DEC-2016,390.4,392.5,384.3,385.6,77130,385.6
15-DEC-2016,383.5,393.85,383,388.35,119872,388.35
14-DEC-2016,391.6,394.95,387.55,389.15,155797,389.15
13-DEC-2016,394.95,396.6,388.2,389.85,96632,389.85
12-DEC-2016,392.5,397.3,387.65,390.3,154359,390.3
09-DEC-2016,394,405.5,390.75,393.8,371715,393.8
08-DEC-2016,391.05,397.55,383.35,392.95,191860,392.95
07-DEC-2016,392.05,396.35,385.15,387.35,106150,387.35
06-DEC-2016,395.8,399.5,391.2,392.65,155090,392.65
05-DEC-2016,382,401,379.55,394.2,331737,394.2
02-DEC-2016,388,394,381.2,383,175572,383
01-DEC-2016,405.6,406.6,390.15,392.75,245721,392.75
30-NOV-2016,396,411.95,391.75,404.05,865996,404.05
29-NOV-2016,365,409,362,395.05,1111573,395.05
28-NOV-2016,355.95,362.9,352.65,356.75,124773,356.75
25-NOV-2016,347,356.25,345.15,353.7,117691,353.7
